text,label
"Продажи парфюмерии в России про итогам прошлого года [выросли](https://www.forbes.ru/biznes/483921-prodazi-parfumerii-vyrosli-primerno-na-30-iz-za-aziotaznogo-sprosa-vesnoj-2022-goda) примерно на 30%. На результате сказался ажиотажный спрос на парфюмерию весной из-за ухода иностранных брендов. Интерес к недорогой продукции привел к увеличению доли духов из России и Польши, отмечают эксперты",0
"МТС [уведомил](https://www.forbes.ru/biznes/483927-mts-uvedomil-cast-abonentov-o-podorozanii-uslug) некоторых абонентов о повышении стоимости обслуживания, объяснив это сложностями с поставками зарубежного оборудования. В ФАС отметили, что с начала года ценообразование в сотовой связи не подлежит госрегулированию",0
"Китай [вошел](https://www.forbes.ru/society/483926-si-czin-pin-zaavil-o-novoj-faze-bor-by-s-pandemiej-v-kitae) в «новую фазу» борьбы с пандемией коронавируса, заявил Си Цзиньпин. В преддверии китайского Нового года он выразил обеспокоенность возможным распространением COVID-19 в провинциях, потому что сотни миллионов людей на каникулах поедут навещать родных. Си Цзиньпин впервые настолько прямо признал ухудшение кризиса в здравоохранении после резкой смены политики в декабре, отметила FT",0
"Информация, полученная от финансиста Киреева, [помогла](https://www.forbes.ru/society/483919-wsj-uznala-o-peredannoj-ubitym-sbu-bankirom-kireevym-informacii-ob-atake-na-kiev) «отбить атаку на Киев», рассказал WSJ глава военной разведки Украины Кирилл Буданов. Киреев был участником первых переговоров о прекращении огня между Россией и Украиной. В начале марта его нашли застреленным. Похоронили Киреева с государственными почестями, а президент Украины наградил его посмертно",0
"Руководству Евросоюза [придется просить](https://www.forbes.ru/biznes/483916-v-evrosouze-zaavili-o-neobhodimosti-popolnit-budzet-bloka-dla-pomosi-ukraine) у стран-участниц пополнить бюджет блока после его пересмотра, заявил вице-президент Еврокомиссии Валдис Домбровскис. Bloomberg пишет, что решение вызвано необходимостью финансировать последствия конфликта на Украине и энергокризиса в Европе",0
"Правительственная комиссия [одобрила](https://www.forbes.ru/biznes/483923-komissia-kabmina-odobrila-ideu-ob-izmenenii-uslovij-dogovorov-v-sude-s-luboj-daty) идею дать судам право определять дату, с которой прекращаются обязательства сторон по договору. Это может быть и уже прошедший день. По мнению Минюста, разработавшего поправку, она должна защитить бизнес, страдающий от срыва поставок из-за рубежа",0
"Посольство России в Эстонии временно [прекратило](https://www.forbes.ru/society/483917-posol-stvo-v-estonii-ostanovilo-priem-zaavlenij-o-vyhode-iz-rossijskogo-grazdanstva) прием заявлений о выходе из российского гражданства. Запись об этом появилась на сайте дипломатической миссии. Ранее Эстония потребовала сократить число сотрудников посольства вдвое, до восьми человек, в срок до 1 февраля",0
Мантуров [рекомендовал](https://www.forbes.ru/biznes/483918-manturov-rekomendoval-regionam-organizovat-nestacionarnuu-torgovlu-u-vhodov-v-tc) регионам организовать у входов в ТЦ киоски и другие объекты нестационарной торговли для малого и среднего бизнеса. В торговых центрах опасаются снижения доходов и предостерегают от «обязаловки»,0
"В Майами [задержали](https://www.forbes.ru/tekhnologii/483920-minust-ssa-soobsil-o-zaderzanii-vladeusego-kriptobirzej-bitzlato-rossianina) 40-летнего россиянина Анатолия Легкодымова. Американские Минюст и Минфин считают его основным владельцем и топ-менеджером криптобиржи Bitzlato, которую обвиняют в отмывании денег",0
"Руководству Евросоюза [придется просить у стран-участниц пополнить бюджет](https://www.forbes.ru/biznes/483916-v-evrosouze-zaavili-o-neobhodimosti-popolnit-budzet-bloka-dla-pomosi-ukraine) блока на 2021–2027 годы после его пересмотра, заявил вице-президент Еврокомиссии Валдис Домбровскис. Bloomberg пишет, что решение вызвано необходимостью финансировать последствия конфликта на Украине и энергокризиса в Европе",0
"Химическая компания BASF спишет €7,3 млрд из-за ухода дочерней немецкой энергокомпании Wintershall Dea с российского рынка, о котором та объявила накануне, 17 января. Это [приведет к чистому убытку](https://www.forbes.ru/biznes/483915-basf-sprognozirovala-cistyj-ubytok-v-2022-godu-iz-za-uhoda-wintershall-dea-iz-rossii) в €1,38 млрд по результатам 2022 года, заявила BASF. При этом выручка компании за прошлый год увеличилась на 11%, до €87,33 млрд",0
"Крупнейшая энергокомпания Saudi Aramco [ожидает рост спроса на нефть](https://www.forbes.ru/biznes/483914-glava-saudi-aramco-predskazal-deficit-nefti-v-2023-godu-na-fone-rosta-sprosa) в 2023 году из-за восстановления экономики Китая и мирового авиационного рынка, заявил ее CEO Амин Нассер. На этом фоне необходимо добывать от 4 до 6 миллионов нефти ежедневно, и мир столкнется с «источающимися резервными мощностями», что может вызвать дефицит, считает он",1
"**Новая эпоха Голливуда: кто такие «непо-дети» и можно ли стать звездой по наследству**

Непотизм для Голливуда был актуален едва не с момента его появления: режиссеры нередко предпочитали брать на роли в своих фильмах тех, кого они уже знали, будь то члены семьи, друзья или их близкие. 

Так с самого начала XX века образовывались целые династии, в которых каждое новое поколение связывало свою жизнь с киноиндустрией. Некоторые из таких примеров — братья Болдуин и Скарсгаард, а также семейства Бэрримор и Коппола. 

В конце 2022 года на эту интересную «наследственную» деталь обратили внимание пользователи соцсетей: на основе их обсуждений журналисты Vulture создали наглядную «непо-вселенную» из современных звезд, занявших свои места в Голливуде не только за счет таланта, но и, по всей видимости, славы и связей своих родителей. 

Forbes Life рассказывает, [как устроено новое ответвление непотизма в медийной индустрии](https://www.forbes.ru/forbeslife/483798-novaa-epoha-gollivuda-kto-takie-nepo-deti-i-mozno-li-stat-zvezdoj-po-nasledstvu)

📸 __Голди Хоун, Кейт Хадсон и Курт Рассел (Фото Gregg DeGuire / WireImage)__",0
"В условиях масштабных санкций экономический период в России можно сравнить с [«реминисценцией» 1990-х годов](https://www.forbes.ru/biznes/483912-bloomberg-nazval-rossiu-pod-sankciami-reminiscenciej-90-h-i-sansom-malogo-biznesa), пишет Bloomberg. Местный бизнес адаптируется к ограничениям, а уехавшие бизнесмены успешно заменяют западные бренды и налаживают новые логистические маршруты, указывает агентство. Но российская экономика, тем не менее, продолжит сокращаться, заключает оно",0
"В выпуске подкаста «Go учиться!» говорим о метеорологии. 

Первыми метеорологами в истории человечества были племенные шаманы. Современные специалисты «предсказывают» погоду на основе данных, которые собирают ученые по всему миру. Однако и романтика в профессии тоже осталась — некоторые специалисты действительно отправляются на вахты в отдаленные места планеты, чтобы следить за погодными явлениями.

Почему в Центральную Россию пришли сильные морозы и одновременно зимние тропические ливни? Как взмах крыла бабочки рядом с Атлантическим океаном может вызвать цунами? И кто рассказывает сервисам погоды о том «как ощущается» температура? 

[Слушайте в Apple Podcasts](https://podcasts.apple.com/us/podcast/%D1%83-%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D1%8B-%D1%80%D0%B0%D0%B7%D0%BD%D0%B0%D1%8F-%D0%BF%D0%BE%D0%B3%D0%BE%D0%B4%D0%B0-%D0%BA%D0%B0%D0%BA-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%D1%8E%D1%82-%D0%B8-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%D0%B8%D1%80%D1%83%D1%8E%D1%82/id1625251901?i=1000593939327&uo=4)

[В Google Подкасты](https://podcasts.google.com/feed/aHR0cHM6Ly9jbG91ZC5tYXZlLmRpZ2l0YWwvMzg1NDk=/episode/YWUxZWFlMzEtZTY3ZS00M2M0LTg1YTgtNWMzYTAyOWMwMzAw)

[На Яндекс.Музыке](https://music.yandex.ru/album/22566240/track/110652937)

[И на другой удобной площадке](https://pc.st/e/1Qwdc2wp9Dx)",0
"Forbes USA [назвал](https://www.forbes.ru/forbes-woman/483902-galina-timcenko-vosla-v-spisok-50-samyh-uspesnyh-zensin-starse-50-let-v-regione-emea) генерального директора и учредителя издания «Медуза» (внесено в реестр иноагентов) Галину Тимченко одной из 50 самых успешных женщин старше 50 лет Европы, Ближнего Востока и Африки. Также в список вошли президент Словении Наташа Пирц-Муса, актриса Софи Лорен, лауреат Нобелевской премии по литературе Анни Эрно и другие. 

📸__: Andrejs Strokins для Forbes Life__",0
"Вопрос об отсрочке для работающих в «оборонке» призывников [будет решен в ближайшее время](https://www.forbes.ru/society/483903-putin-poobesal-otsrocku-ot-armii-dla-rabotausih-v-oboronke-prizyvnikov), пообещал президент. Путин объяснил, что предприятия ОПК сейчас работают в три смены, а их продукция «в высшей степени» востребована",0
"Претензии к законопроекту о легализации в России майнинга [имеет не только ЦБ, но и правоохранительные органы](https://www.forbes.ru/tekhnologii/483901-v-minfine-soobsili-o-raznoglasiah-s-pravoohranitelami-po-zakonoproektu-o-majninge), сообщил замглавы Минфина Моисеев. Законопроект пока не был допущен к первому чтению, так как критики увидели в нем каналы вывода средств из страны",0
"Финляндия [временно закрыла отделение генконсульства в Мурманске](https://www.forbes.ru/society/483900-finlandia-vremenno-zakryla-otdelenie-genkonsul-stva-v-murmanske). МИД страны отметил, что работа отделения сейчас не нужна в силу резкого сокращения его ключевых задач. Визовый центр Финляндии в городе продолжит работу, как и другие дипломатические представительства Финляндии в России",0
"В возрасте 118 лет в доме престарелых во французском Тулоне [умерла](https://www.forbes.ru/forbes-woman/483895-vo-francii-umerla-starejsaa-v-mire-zensina) монахиня Люсиль Рандон, считавшаяся старейшим человеком в мире. После ее смерти старейшим человеком считается 115-летняя Мария Браньяс Морера, которая сейчас проживает в Испании. 

📸__: Escoffier Florian / ABACA__",0
"Стоимость Brent [поднялась выше $87 за баррель](https://www.forbes.ru/finansy/483896-cena-brent-podnalas-vyse-87-za-barrel-posle-ulucsennogo-prognoza-mea-po-sprosu) до максимума с начала декабря. На котировки мог повлиять новый отчет МЭА, которое спрогнозировало рекордный мировой спрос на топливо в 2023 году. Российская нефть Urals сейчас торгуется с большой скидкой к Brent, и низкая стоимость топлива становится проблемой для бюджета",1
"После обвального 2022 года американский рынок восстанавливается в первые январские недели. 

Прошедший 2022 год стал для американского фондового рынка одним из худших в истории. Ключевые индексы акций снижались после бума 2020–2021 годов: пессимизм на рынках был связан с резким ужесточением монетарной политики ФРС США, которая весь год стремилась обуздать рекордную с начала 1980-х инфляцию. 

Однако в январе индекс широкого рынка S&P 500 вырос на 4%, почти до 4000 пунктов, а индекс крупнейших технологических компаний Nasdaq 100 — более чем на 5%, причем технологический индикатор рос шесть сессий подряд, чего с ним не случалось с ноября 2021-го. 

К значимой коррекции не привели 17 января даже плохие отчеты крупнейших банков Goldman Sachs и Morgan Stanley за IV квартал — S&P 500 отступил всего на 0,2%.

Инвесторы воодушевлены макроэкономическими данными и надеются на скорейшее смягчение денежно-кредитной политики даже вопреки риторике ФРС США. 

[Что вернуло инвесторам на американском рынке оптимизм и как долго они смогут его сохранять?](https://www.forbes.ru/investicii/483858-optimizm-posle-uzasnogo-goda-pocemu-rynok-ssa-rastet-i-skol-ko-eto-mozet-prodlit-sa)

📸__: Michael M. Santiago / Getty Images__",0
"«Онекта» — единственный в России аутсорсинговый контакт-центр, где все сотрудники работают дистанционно. О том, как компания ломает стереотипы о линейном персонале, — [в интервью Владимира Махинко](https://bit.ly/3kr1Wog), основателя адаптивного контакт-центра «Онекта».

__* Реклама, ООО «Онекта»
Pb3XmBtzssDQXMZFH6YLNh8sV6BPPAZtXNTLGH4__",0
"Банк России [начал устанавливать](https://www.forbes.ru/investicii/483894-cb-nacal-ustanavlivat-oficial-nye-kursy-rubla-k-lari-i-ese-vos-mi-valutam) официальные курсы рубля еще к девяти валютам, включая грузинский лари и дирхам ОАЭ. Ранее стало известно, что российские власти решили полностью отвязать внешнеторговые контракты с «дружественными» странами от курса доллара, используя альтернативные индикаторы для определения курсов национальных валют",0
"Идею отключить Россию от SWIFT и заморозить активы российского ЦБ высказал [бывший премьер Болгарии Кирил Петков](https://www.forbes.ru/finansy/483890-welt-nazvala-iniciatora-otklucenia-rossijskih-bankov-ot-swift-i-zamorozki-aktivov-cb), выяснила немецкая Welt. По ее информации, Петков предложил ЕС такие меры спустя всего день после начала российской «спецоперации» на Украине. Пока Петков возглавлял правительство, Болгария неофициально поставляла Украине вооружение и топливо",0
"Зеленский [назвал](https://www.forbes.ru/society/483889-zelenskij-nazval-uzasnoj-tragediej-krusenie-vertoleta-radom-s-detsadom-pod-kievom) «ужасной трагедией» крушение вертолета рядом с детским садом под Киевом. По уточненным данным, в результате авиакатастрофы погибли 15 человек, в том числе три ребенка. Среди погибших — руководство МВД Украины, летевшее в вертолете",0
"Apple на неопределенный срок отложила [производство очков дополненной реальности](https://www.forbes.ru/tekhnologii/483888-bloomberg-uznal-o-resenii-apple-otlozit-proizvodstvo-ockov-dopolnennoj-real-nosti), выяснил Bloomberg. Изначально компания думала показать очки через год после премьеры шлема дополненной реальности, которая планируется на 2023 год, но столкнулась с техническими сложностями",0
"**В клетке с «акулами»: как устроено популярное шоу про инвестиции Shark Tank**

Впервые выйдя в эфир в 2009 году, шоу телеканала ABC Shark Tank стало своего рода новым «Американским идолом» (популярное шоу талантов American Idol) предпринимательства. Каждый год десятки тысяч владельцев малого бизнеса соревнуются за возможность представить свои идеи перед миллионной аудиторией и заключить сделку с одним из инвесторов проекта. 

Около двух третей предпринимателей, которые попадают в эфир в каждом сезоне, уходят вместе с обещанной сделкой и грандиозными планами по расширению бизнеса, намеченными инвестором.

Однако анализ 112 компаний показал, что примерно половина этих сделок так и не была заключена, а еще 15% за пределами съемочной площадки заканчиваются полным изменением условий.

Что не так с популярным шоу и как оно устроено — [читайте в материале Forbes](https://www.forbes.ru/tekhnologii/483847-v-kletke-s-akulami-kak-ustroeno-popularnoe-sou-pro-investicii-shark-tank)

📸__: Кадр из шоу «Shark Tank»__",0
"❗Сбербанк [объявил](https://www.forbes.ru/finansy/483887-sberbank-ob-avil-o-nacale-raboty-v-krymu) о начале работы в Крыму. Первые банкоматы банка на полуострове уже установлены, а отделения откроются в ближайшие месяцы. «Сбер» работал в Крыму до 2014 года, после чего ушел с полуострова из-за угрозы санкций",0
"❗Глава МВД Украины и его первый заместитель [погибли](https://www.forbes.ru/society/483883-rukovodstvo-mvd-ukrainy-pogiblo-pri-krusenii-vertoleta-pod-kievom) при крушении вертолета под Киевом, сообщила украинская полиция. По уточненным данным, в результате падения вертолета около жилого дома и детского сада погибли 16 человек, в том числе двое детей, больше 20 пострадавших находятся в больнице",0
"В России в 2022 году компании [закрывались чаще, чем открывались](https://www.forbes.ru/biznes/483881-cislo-zakrytyh-kompanij-v-rossii-v-2022-godu-prevysilo-cislo-otkrytyh-na-14): первых на 14% больше, чем вторых. При этом число закрытых компаний стало минимальным за семь лет, а разница между закрывшимися и открывшимися бизнесами — самая маленькая за шесть лет. Экономическая нестабильность 2022 года отразится на статистике юрлиц уже в 2023-м, говорят эксперты",0
В городе Бровары под Киевом возле детского сада и жилого дома [упал](https://www.forbes.ru/society/483882-vertolet-upal-radom-s-detskim-sadom-pod-kievom) вертолет. В местной полиции сообщили о троих погибших и пятерых пострадавших. В офисе президента Украины произошедшее назвали «трагедией»,0
"**Разговор с неизвестным: отберут ли технологии ИИ работу у людей**

Массовая адаптация любой технологии происходит постепенно, но иногда случаются события, после которых начинается прорыв. У искусственного интеллекта (ИИ) они происходят прямо сейчас. 

Первой ласточкой массовой адаптации в конце ноября 2022 года стала Lensa — приложение для генерации автопортретов. Волна популярности достигла своего пика в середине декабря, сейчас по хэштегу #Lensa в Instagram (принадлежит компании Meta, которая признана в России экстремистской и запрещена) более 700 000 постов. 

Второй яркий пример массового внедрения ИИ — нейросеть ChatGPT, которая не генерирует картинки, но отвечает на любые вопросы в формате диалога. В конце ноября нейросеть набрала миллион пользователей всего за пять дней. У того же Instagram на это ушло 10 недель. 

Обсуждения нейросетей превратились в эмоциональные дискуссии и даже переросли в протесты. Так, феминистки успели обвинить Lensa  в сексизме, а художники платформы ArtStation устроили цифровую акцию протеста под лозунгом «Нет изображениям, сгенерированным ИИ». 

Перед индустрией встали десятки сложных вопросов на грани философии и права. Является ли ИИ-арт искусством? Можно ли считать алгоритм автором? Кому принадлежат авторские права? 

Креативный продюсер и автор Telegram-канала W3 Егор Лапшов [рассказывает](https://www.forbes.ru/mneniya/483807-razgovor-s-neizvestnym-otberut-li-tehnologii-ii-rabotu-u-ludej), почему технологии ИИ все ближе к тому, чтобы вытеснить человека из многих профессий

📸__: Axel Heimken / picture alliance via Getty Images__",0
"Индия, вероятно, уже [стала первой по численности населения](https://www.forbes.ru/society/483879-analitiki-dopustili-vyhod-indii-vpered-kitaa-po-cislennosti-naselenia) в мире, опередив Китай, считает Bloomberg. Официальные данные Пекина показали, что население Китая в прошлом году снизилось впервые за 60 лет, тогда как в Индии продолжается бурный рост. Индия и Китай — единственные в мире страны с населением больше 1 млрд людей",0
"Правительство существенно [снизило](https://www.forbes.ru/tekhnologii/483874-pravitel-stvo-urezalo-finansirovanie-planov-razvitia-iskusstvennogo-intellekta) планируемое финансирование разработок и внедрения решений в сфере искусственного интеллекта. До 2030 года на эти цели направят около 24,6 млрд рублей, в то время как раньше предполагалось профинансировать развитие ИИ на сумму 56,8 млрд рублей до 2024 года. Внебюджетное финансирование в новом плане уменьшилось еще резче — с 334 млрд рублей до 2024 года до 111 млрд рублей за семь лет",0
"Минюст [предложил запретить](https://www.forbes.ru/finansy/483872-minust-predlozil-tri-goda-ne-vzyskivat-kreditnye-dolgi-na-prisoedinennyh-territoriah) на три года взыскание долгов с жителей территорий, присоединенных к России в 2022 году. Мораторий не будет распространяться на долги по ЖКХ. Введение запрета может создать для кредиторов значительные сложности, отмечают эксперты",0
"Бывший участник списка Forbes Рубен Варданян [отверг подозрения](https://www.forbes.ru/milliardery/483878-vardanan-oproverg-svazi-s-rossijskimi-vlastami) в связях с российскими властями на посту главы правительства Нагорного Карабаха. Российские чиновники не могут контактировать с ним, потому что Карабах — непризнанная республика, пояснил Варданян в интервью FT. Ранее он поддержал российских миротворцев в регионе, несмотря на их критику из Еревана",0
"__«Я знаю, что значит быть голодным. Я знаю, что такое потерять свой дом. Я помню, что такое бояться. Я знаю, что значит расти, не имя игрушек»__

Джина Лоллобриджида — звезда итальянского кинематографа 1950-х и 1960-х — умерла в понедельник на 96-м году жизни. Многим она запомнилась как секс-символ послевоенного кино. Но кроме того, Лоллобриджида была талантливым фотографом и скульптором и занималась благотворительностью. 

Свою первую главную роль Лоллобриджида сыграла в картине 1952 года «Фанфан-Тюльпан». Фильм посмотрели 6,7 млн зрителей. В 1953 году она появилась в фильме «Посрами дьявола», где ее партнером по съемкам стал Хамфри Богарт, а в 1954 году сыграла Эсмеральду в экранизации романа Виктора Гюго «Собор Парижской Богоматери». Тогда портрет Лоллобриджиды украсил обложку журнала Time. 

**Какой была жизнь Джины Лоллобриджиды за кадром — **[в материале Forbes Woman](https://www.forbes.ru/forbes-woman/483842-prazdnik-posredi-ruin-kakoj-byla-zizn-dziny-lollobridzidy-za-kadrom)",0
"Число доменов зоны .ru в прошлом году [опустилось](https://www.forbes.ru/tekhnologii/483876-cislo-domenov-zony-ru-po-itogam-2022-goda-opustilos-nize-5-mln) ниже 5 млн: их администраторами перестали быть больше 250 000 физических лиц и индивидуальных предпринимателей, от владения доменами отказались как многие нерезиденты, так и инвесторы, покупавшие их для перепродажи. Зоны .рф и .su впервые за шесть лет при этом остановили падение. Будущее всех трех зон зависит от экономической активности в России, отмечают эксперты",0
Microsoft уже на этой неделе [начнет](https://www.forbes.ru/tekhnologii/483873-smi-uznali-o-planah-uvol-nenij-bolee-10-000-sotrudnikov-microsoft) новый раунд увольнений сотрудников. Первыми под сокращения попадут сотрудники инженерных и кадрового подразделения. Всего Microsoft может уволить до 11 000 сотрудников — это 5% от ее штата,0
"На российский рынок по итогам 2022 года [вышло](https://www.forbes.ru/biznes/483875-okolo-desatka-inostrannyh-brendov-vysli-na-rossijskij-rynok-v-2022-godu) вдвое меньше зарубежных брендов, чем годом ранее. Большинство ретейлеров из Турции, Китая и Индии, заявивших об открытии своих магазинов в России, не смогли этого сделать из-за сложностей с логистикой. Сокращение числа сетей снижает обеспеченность торговли товарным разнообразием, отмечают эксперты",0
"Немецкая нефтегазовая компания Wintershall Dea [объявила](https://www.forbes.ru/biznes/483869-wintershall-dea-ob-avila-o-resenii-ujti-iz-rossii), что уйдет с российского рынка и выйдет из местных активов в соответствии с действующими обязательствами. Убыток компании от списания российских активов составит примерно €5,3 млрд. Летом 2022 года ее гендиректор Марио Мерен говорил, что компания не уйдет из страны, так как это будет «большим подарком для правительства Москвы»",1
"США [продлили действие лицензии](https://www.forbes.ru/biznes/483868-ssa-prodlili-osvobozdenie-sel-hoztovarov-iz-pod-sankcij-protiv-rossii), введенной в июле прошлого года и разрешившей проводить с Россией операции в сфере сельского хозяйства и медицины. Лицензия распространяется на операции с Россией, связанные с удобрениями, продовольствием, посевными материалами, лекарствами и медицинским оборудованием",0
"Глава Еврокомиссии Урсула фон дер Ляйен подтвердила, что Евросоюз намерен [ввести десятый пакет санкций](https://www.forbes.ru/biznes/483867-v-evrokomissii-poobesali-zakryt-lazejki-desatym-paketom-sankcij-protiv-rossii) против России и будет концентрироваться в нем на «закрытии лазеек» в уже принятых ограничениях. Reuters ранее писал, что новый пакет санкций может быть введен 24 февраля",0
"Для уехавших из России нужно создать условия для возвращения в страну, за исключением тех граждан, кто уже позволил себе «публичные выпады» в адрес России и армии, [заявил](https://www.forbes.ru/society/483866-turcak-otmetil-vaznost-zadaci-vernut-uehavsih-iz-rossii-kak-mozno-bystree) секретарь генсовета «Единой России» Андрей Турчак. По его словам, «это важно для экономики страны». Ранее пресс-секретарь президента Дмитрий Песков призвал «бороться» за уехавших россиян",0
"Путин [внес](https://www.forbes.ru/society/483862-putin-vnes-v-gosdumu-zakonoproekt-o-prekrasenii-dejstvia-dogovorov-soveta-evropy) на рассмотрение Госдумы законопроект о прекращении действия международных договоров Совета Европы в отношении России. В частности, перестанет действовать Конвенция о защите прав человека и основных свобод, следует из пояснений. Россия вышла из Совета Европы в марте прошлого года, объяснив решение «злоупотреблениями» НАТО и Евросоюза",0
"**Нестандартные и неликвидные: почему инвестиции в алмазы не так уж хороши**

С 1 октября прошлого года инвестиционные бриллианты «Алросы» перестали облагаться налогом на добавленную стоимость, который составлял 20%. Сразу после этого несколько российских банков сообщили о планах открыть продажу драгоценных камней. 

На прошлой неделе покупка бриллиантов без НДС стала доступна клиентам ВТБ. В декабре продажу инвестиционных бриллиантов запустил Альфа-банк, а ранее — банк «Зенит» и МКБ. В 2023 году продажу инвестиционных бриллиантов планирует запустить «Совкомбанк».

Банки, опрошенные Forbes, не раскрывают объема сделок с бриллиантами. «__Прошло несколько крупных сделок с начала декабря. Продукт для клиентов новый, но мы видим растущий интерес»__, — рассказал представитель одного из банков. 

Зачем покупать инвестиционные бриллианты и каким инвесторам они подойдут** **— [разбирался Forbes](https://www.forbes.ru/investicii/483810-nestandartnye-i-nelikvidnye-pocemu-investicii-v-almazy-ne-tak-uz-horosi)

📸__: SALVATORE DI NOLFI / EPA / ТАСС__",0
"Роскомнадзор [составил протокол](https://www.forbes.ru/biznes/483855-roskomnadzor-sostavil-protokol-na-uralhim-za-utecku-dannyh-sotrudnikov) в отношении «Уралхима» бизнесмена Дмитрия Мазепина за утечку базы данных сотрудников. Компании грозит штраф до 100 000 рублей. Ранее Минцифры предложило ввести штраф за утечки в размере 3% от годовой выручки юрлица, ограничив его максимальный размер — 500 млн рублей. РСПП выступил против инициативы ведомства",0
"ФАС [оштрафовала Apple на 1,1 млрд рублей](https://www.forbes.ru/tekhnologii/483856-fas-ostrafovala-apple-na-1-1-mlrd-rublej-za-navazyvanie-svoego-sposoba-oplaty) за «злоупотребления» своим положением на российском рынке. Антимонопольная служба решила, что американская компания навязывала российским разработчикам приложений для iOS свою платежную систему — Apple Pay, не разрешая им использовать другие. Apple должна выплатить штраф в течение двух месяцев",0
"Гарантированный бесплатный доступ операторов в дома способен привести к произволу со стороны провайдеров, которые могут размещать там не только оборудование для обслуживания клиентов, но и, например, для собственных нужд. 

Это следует из заключения комиссии Госдумы по обеспечению жилищных прав граждан на законопроект, предполагающий безвозмездный доступ операторов в многоквартирные дома при условии оплаты электроэнергии.

Речь идет о поправках в закон «О связи» и Жилищный кодекс, внесенных на рассмотрение Госдумы 17 ноября 2022 года депутатами Александром Хинштейном, Сергеем Пахомовым и сенаторами Андреем Турчаком и Андреем Клишасом. 

Сейчас отсутствие регулирования отнимает у операторов до 10 млрд рублей в год и заставляет многих платить за домашний интернет по завышенным ценам. Почему решение проблемы с доступом операторов в дома затягивается — [разбирался Forbes](https://www.forbes.ru/tekhnologii/483813-starsij-po-pod-ezdu-resenie-problemy-s-dostupom-operatorov-v-doma-zatagivaetsa)

📸__: Гавриил Григоров / ТАСС__",0
"Покупки россиянами турецкой недвижимости в 2022 году [составили почти четверть от всех продаж иностранцам](https://www.forbes.ru/biznes/483852-rossiane-stali-glavnymi-inostrannymi-pokupatelami-tureckoj-nedvizimosti-v-2022-godu): за год российские покупатели приобрели в три раза больше объектов в сравнении с 2021 годом. Накануне сообщалось, что Турция в 2022 году выдала россиянам наибольшее число видов на жительство",0
"Пресс-секретарь Зеленского сообщил, что [принял отставку Арестовича](https://www.forbes.ru/society/483853-ofis-prezidenta-ukrainy-prinal-otstavku-arestovica-posle-slov-o-rabote-pvo-v-dnepre) с должности внештатного советника офиса президента. Ранее Арестович написал заявление об увольнении, признав ошибкой свои слова о том, что обрушение подъезда дома в Днепре произошло из-за работы украинской ПВО",0
"Путин разрешил ограниченному кругу российских компаний [принимать решения без учета голосов](https://www.forbes.ru/biznes/483850-putin-razresil-biznesu-ne-ucityvat-golosa-sovladel-cev-iz-nedruzestvennyh-stran) совладельцев и акционеров из «недружественных» стран. Их голоса не будут учитываться при определении кворума и результатов голосования. Сейчас без части акционеров, которые не голосуют из-за санкций, организации порой не могут утвердить бюджет и бизнес-план",0
"Консульства европейских стран [прекратили выдавать](https://www.forbes.ru/society/483849-turoperatory-predupredili-o-sokrasenii-stranami-es-srokov-vydavaemyh-mul-tiviz) россиянам шенгенские мультивизы на срок больше года, сообщили туроператоры. Тем, у кого слабая визовая история, могут выдать только однократную визу под сроки поездки, отметил один из них. В сентябре перестало действовать соглашение об упрощенном визовом режиме ЕС с Россией",0
"У богатейших миллиардеров Китая прошлый год выдался худшим за последние десятилетия. Связанные с COVID-19 ограничения и более строгий надзор за частными предприятиями почти свели на нет весь потенциал к росту, и это привело к рекордному сокращению общего богатства у самых состоятельных жителей Китая. 

Теперь же, когда экономика резко замедлилась, а уровень безработицы покоряет новые высоты, от прежнего подхода, завязанного на идеологии и контроле, пришлось отказаться. По прогнозам аналитиков, благоприятствующая бизнесу стратегия правительства КНР может закончиться уже в этом году. 
**
**Несмотря на то что для стимулирования замедлившейся экономики руководство страны теперь сворачивает многие из самых жестких мер, облегчение может оказаться временным.

[Почему китайские бизнесмены ждут ужесточения от властей?](https://www.forbes.ru/milliardery/483799-korotkaa-peredyska-pocemu-kitajskie-biznesmeny-zdut-uzestocenia-ot-vlastej)

📸__: Marlene Awaad / Bloomberg via Getty Images__",0
"«Новые люди» [предложили дать](https://www.forbes.ru/society/483846-novye-ludi-predlozili-gosdume-dat-otsrocku-ot-mobilizacii-predprinimatelam) отсрочку от мобилизации индивидуальным предпринимателям, у которых работают больше пяти сотрудников. Лидер партии, основатель косметической компании Faberlic Алексей Нечаев обратил внимание, что предпринимателей мобилизовали примерно в шесть раз чаще, чем чиновников",0
"Чистая прибыль Сбербанка по РСБУ в прошлом году [составила](https://www.forbes.ru/finansy/483843-cistaa-pribyl-sberbanka-za-god-sokratilas-v-cetyre-raza) 300 млрд рублей — это в четыре раза меньше, чем годом ранее. Более 40% прибыли банк заработал в декабре. В конце прошлого года Греф заявлял, что «Сбер» планирует вернуться к выплате дивидендов",0
